iter	Logloss
225	0.08759324646
226	0.0875594101
227	0.08752790833
228	0.08747936249
229	0.08745310974
230	0.08741766357
231	0.08739636993
232	0.08736090088
233	0.08734281921
234	0.08730249786
235	0.08728466797
236	0.08727204895
237	0.087242836
238	0.08722612
239	0.08721216583
240	0.087186409
241	0.08717206573
242	0.08714450073
243	0.08709469604
244	0.08704646301
245	0.08701365662
246	0.08694304657
247	0.08693215179
248	0.08689012146
249	0.08683855438
250	0.08677972412
251	0.08673855591
252	0.08669099426
253	0.08666993713
254	0.08663230896
255	0.08659757996
256	0.0865736618
257	0.08652645874
258	0.08651365662
259	0.08649812317
260	0.08646820068
261	0.08644894409
262	0.08640245056
263	0.08638031769
264	0.08634184265
265	0.08631834412
266	0.08628223419
267	0.08624237823
268	0.08620401001
269	0.08616925812
270	0.08612178802
271	0.08604154968
272	0.08601950836
273	0.08598523712
274	0.08595169067
275	0.08590821838
276	0.08587942505
277	0.08583196259
278	0.08579725647
279	0.08576618958
280	0.08573297119
281	0.08570420837
282	0.08567863464
283	0.08560955811
284	0.0855534668
285	0.08552052307
286	0.08549474335
287	0.08546092987
288	0.0854460907
289	0.08542623138
290	0.08538502502
291	0.08536054993
292	0.08532287598
293	0.08530470276
294	0.08527029419
295	0.08524035645
296	0.08522901154
297	0.08520471191
298	0.08517575836
299	0.08512660217
300	0.08509757233
301	0.08505645752
302	0.08502009583
303	0.08498921967
304	0.08494055176
305	0.08490385437
306	0.0848911438
307	0.08487252808
308	0.08483418274
309	0.08480622864
310	0.08477514648
311	0.08474401093
312	0.08472310638
313	0.08468081665
314	0.08466986084
315	0.08463015747
316	0.08456387329
317	0.08455142975
318	0.08453164673
319	0.08447277832
320	0.08445829773
321	0.08442314148
322	0.08438130188
323	0.08434393311
324	0.08431968689
325	0.08428240967
326	0.08424189758
327	0.08418288422
328	0.0841516037
329	0.08409883118
330	0.08404701233
331	0.08402207947
332	0.08398239136
333	0.0839669342
334	0.08392962646
335	0.08388169861
336	0.08384939575
337	0.08383215332
338	0.08377648163
339	0.08374386597
340	0.08371029663
341	0.08369698334
342	0.08368339539
343	0.08364670563
344	0.08363082123
345	0.08359585571
346	0.08354684448
347	0.08352336121
348	0.08348634338
349	0.08345695496
350	0.08342300415
351	0.08338519287
352	0.08333551025
353	0.08331282043
354	0.08328338623
355	0.08326913452
356	0.08323448181
357	0.08319692993
358	0.08315864563
359	0.08312372589
360	0.08310546875
361	0.08306375122
362	0.08305209351
363	0.08301795959
364	0.08298164368
365	0.08295657349
366	0.08291306305
367	0.08286975098
368	0.08285421753
369	0.08281046295
370	0.08278453064
371	0.08275300598
372	0.08272723389
373	0.08269609833
374	0.08268531799
375	0.08262486267
376	0.0826002655
377	0.08255708313
378	0.08254296875
379	0.08250354767
380	0.08245600891
381	0.08241400146
382	0.08238894653
383	0.08235739899
384	0.08232971191
385	0.08229176331
386	0.08227850342
387	0.08224378967
388	0.08220326233
389	0.08217908478
390	0.08214901733
391	0.08212125397
392	0.08208279419
393	0.08204975128
394	0.08202736664
395	0.08200283813
396	0.08194896698
397	0.0819209137
398	0.08189532471
399	0.08184838104
400	0.08181536102
401	0.08176937866
402	0.08173194885
403	0.08169327545
404	0.0816557312
405	0.08162240601
406	0.08158728027
407	0.08154730988
408	0.08150733948
409	0.08147061157
410	0.08142044067
411	0.08140592194
412	0.08137924194
413	0.08133992004
414	0.08130116272
415	0.08126403809
416	0.08124282837
417	0.08121281433
418	0.08117578125
419	0.08114324188
420	0.08111914063
421	0.08110385132
422	0.081072052
423	0.08103410339
424	0.08100349426
425	0.08097978973
426	0.08092988586
427	0.08090365601
428	0.08086592865
429	0.08082618713
430	0.08078631592
431	0.08075692749
432	0.08072411346
433	0.08070053101
434	0.08065718842
435	0.08063435364
436	0.08061483765
437	0.08059130859
438	0.08056037903
439	0.08054402924
440	0.08051673126
441	0.08048178864
442	0.08044146729
443	0.08040197754
444	0.08039387512
445	0.08037276459
446	0.08034112549
447	0.08027554321
448	0.08022769928
449	0.08019441223
450	0.08017856598
451	0.08016527557
452	0.08013514709
453	0.08010794067
454	0.08007824707
455	0.08006172943
456	0.08004593658
457	0.08000126648
458	0.07996855164
459	0.07994333649
460	0.07993598938
461	0.07990566254
462	0.07989175415
463	0.07987721252
464	0.07986180115
465	0.0798417511
466	0.07981191254
467	0.07978494263
468	0.07974963379
469	0.07973200226
470	0.07971502686
471	0.0796811676
472	0.07966327667
473	0.07962792969
474	0.07959391785
475	0.07958683777
476	0.07957333374
477	0.07954193115
478	0.07949736023
479	0.07946179199
480	0.07941296387
481	0.07940423584
482	0.07936515808
483	0.07935231781
484	0.07934059143
485	0.07930166626
486	0.07928406525
487	0.07925183105
488	0.07923812866
489	0.07920969391
490	0.07919616699
491	0.07918685913
492	0.07917364502
493	0.07913383484
494	0.0790969696
495	0.07906904602
496	0.07904098511
497	0.0790266571
498	0.07901420593
499	0.07900197601
500	0.07898593903
501	0.07894888306
502	0.0789425354
503	0.07890625763
504	0.07890083313
505	0.07889543915
506	0.07886063385
507	0.07881440735
508	0.07880098724
509	0.07879588318
510	0.07876960754
511	0.07872337341
512	0.07871396637
513	0.07870219421
514	0.07866707611
515	0.07865532684
516	0.07862219238
517	0.07859823608
518	0.07855609131
519	0.07854322815
520	0.07853203583
521	0.07852729797
522	0.07852272797
523	0.07847682953
524	0.07844410706
525	0.07840014648
526	0.07838947296
527	0.07837873077
528	0.0783473053
529	0.07830441284
530	0.07827403259
531	0.07826404572
532	0.07822910309
533	0.07820511627
534	0.07816741943
535	0.07815200806
536	0.07811123657
537	0.07807118988
538	0.07806674194
539	0.07804167175
540	0.07800283813
541	0.07797699738
542	0.07796703339
543	0.07794306946
544	0.07791229248
545	0.07790797424
546	0.07787356567
547	0.07786920929
548	0.07786499786
549	0.07782666016
550	0.07781687164
551	0.07777526855
552	0.07773928833
553	0.07770838928
554	0.07767351532
555	0.07764358521
556	0.07760805511
557	0.07757746124
558	0.07756802368
559	0.07756396484
560	0.0775545578
561	0.07753283691
562	0.07749890137
563	0.07746963501
564	0.07743914795
565	0.07740589905
566	0.07738954163
567	0.07736460114
568	0.07733544922
569	0.07730505371
570	0.07729624176
571	0.07726837921
572	0.07723113251
573	0.07719219971
574	0.07716325378
575	0.07713447571
576	0.07710795593
577	0.07707423401
578	0.07704885864
579	0.07703998566
580	0.07700748444
581	0.07698677063
582	0.07696147156
583	0.07695760345
584	0.07691477966
585	0.07690651703
586	0.0768737793
587	0.07684885406
588	0.07680928802
589	0.07678034973
590	0.07675222015
591	0.0767203064
592	0.07671212006
593	0.07670388794
594	0.07669714355
595	0.07666816711
596	0.07664141846
597	0.07660110474
598	0.07657637024
599	0.07653900146
600	0.07652763367
601	0.0765147171
602	0.07648360443
603	0.07647274017
604	0.07646017456
605	0.07643908691
606	0.07642037964
607	0.07639317322
608	0.07638981628
609	0.07635466003
610	0.07634157562
611	0.07633004761
612	0.07630268097
613	0.07626171875
614	0.07623548889
615	0.0762244339
616	0.07620067596
617	0.07617601013
618	0.07615330505
619	0.07614297485
620	0.07610520935
621	0.07609713745
622	0.07607805634
623	0.07605413818
624	0.07603163147
625	0.07602864838
626	0.0760209198
627	0.07600390625
628	0.07598698425
629	0.07596734619
630	0.07596099854
631	0.07593560028
632	0.07589674377
633	0.07587294769
634	0.07583637238
635	0.07581332397
636	0.07577359009
637	0.07575117493
638	0.07572717285
639	0.075695755
640	0.07566529846
641	0.07564173889
642	0.07560450745
643	0.07557434082
644	0.07555129242
645	0.07552046204
646	0.07549143982
647	0.07546812439
648	0.0754460144
649	0.07542372131
650	0.07538883972
651	0.07536753845
652	0.07534593964
653	0.07532507324
654	0.07531446838
655	0.0752940979
656	0.07526389313
657	0.07523469543
658	0.07521585083
659	0.07517983246
660	0.07515196228
661	0.07512806702
662	0.07510037231
663	0.07508293152
664	0.07505615997
665	0.07502868652
666	0.0750022583
667	0.07498571777
668	0.07496059418
669	0.07492425537
670	0.07490377045
671	0.07487419128
672	0.07484791565
673	0.07484515381
674	0.07482304382
675	0.0748021698
676	0.07477370453
677	0.07475886536
678	0.07475138092
679	0.0747383728
680	0.07472338104
681	0.07470932007
682	0.07469561768
683	0.07467918396
684	0.07466506958
685	0.07465181732
686	0.07462722015
687	0.07461067963
688	0.07459993744
689	0.07458843994
690	0.0745692749
691	0.07453536987
692	0.07450463104
693	0.07449436951
694	0.07447387695
695	0.07446121979
696	0.07442675781
697	0.07439675903
698	0.0743624649
699	0.07434351349
700	0.07432696533
701	0.07431089783
702	0.07429273224
703	0.07426202393
704	0.07425096893
705	0.0742469635
706	0.0742274704
707	0.07420008087
708	0.07417076874
709	0.07416688538
710	0.07415143585
711	0.07412063599
712	0.07409356689
713	0.07406058502
714	0.07402915955
715	0.07401483917
716	0.07398501587
717	0.0739812088
718	0.07397240448
719	0.07393972015
720	0.07392577362
721	0.07391020966
722	0.07389300537
723	0.07387110901
724	0.07386074066
725	0.07384718323
726	0.07383717346
727	0.07383349609
728	0.07379241943
729	0.07376412964
730	0.07376054382
731	0.07374407959
732	0.07371556091
733	0.07369436646
734	0.07366170502
735	0.07365786743
736	0.07362265778
737	0.07361303711
738	0.07357978821
739	0.07355874634
740	0.07354395294
741	0.07353555298
742	0.07351530457
743	0.07349490356
744	0.0734858017
745	0.07347270203
746	0.07344421387
747	0.07342569733
748	0.0734178772
749	0.07338722992
750	0.0733744812
751	0.07336135864
752	0.07334637451
753	0.07330648041
754	0.07328096008
755	0.07326158142
756	0.07324729919
757	0.073234375
758	0.07322192383
759	0.07321229553
760	0.07319490051
761	0.07318087769
762	0.0731612854
763	0.07313412476
764	0.07312199402
765	0.07311342621
766	0.07308636475
767	0.07307366943
768	0.07303320313
769	0.07300556946
770	0.07299214172
771	0.07297857666
772	0.07293791962
773	0.07292260742
774	0.07290531158
775	0.0728677063
776	0.0728546524
777	0.07284736633
778	0.07280023193
779	0.07277501678
780	0.07276109314
781	0.07273506927
782	0.0727206955
783	0.07270167542
784	0.07265985107
785	0.07264668274
786	0.07263867188
787	0.07263165283
788	0.07261335754
789	0.07260342407
790	0.07259059143
791	0.07257761383
792	0.07256995392
793	0.07254772949
794	0.0725411377
795	0.07252779388
796	0.07248791504
797	0.07247541809
798	0.07243727875
799	0.07242512512
800	0.07241335297
801	0.0723900528
802	0.07237858582
803	0.07233389282
804	0.07231011963
805	0.07228627777
806	0.07225630188
807	0.0722329483
808	0.07219471741
809	0.07218357849
810	0.07215785217
811	0.07214711761
812	0.07212483215
813	0.07211442566
814	0.07209170532
815	0.07206594086
816	0.07203933716
817	0.072016716
818	0.07200666809
819	0.07199441528
820	0.07198477936
821	0.07196694946
822	0.07194617462
823	0.0719190979
824	0.07190736389
825	0.07189494324
826	0.07185215759
827	0.0718283844
828	0.07180389404
829	0.07179037476
830	0.07176774597
831	0.07173155975
832	0.07171047211
833	0.07168699646
834	0.07166619873
835	0.0716428833
836	0.07163069153
837	0.07160275269
838	0.07158492279
839	0.07155793762
840	0.07153367615
841	0.07152397156
842	0.07149974823
843	0.07148320007
844	0.07146909332
845	0.07145536804
846	0.0714480896
847	0.07143648529
848	0.07141912842
849	0.07140779114
850	0.07139596558
851	0.07138456726
852	0.07136325073
853	0.07133336639
854	0.07130760956
855	0.07128295898
856	0.0712657547
857	0.07125470734
858	0.07121841431
859	0.07120755005
860	0.07119691467
861	0.07118590546
862	0.07116269684
863	0.0711472702
864	0.07113670349
865	0.07112536621
866	0.07110223389
867	0.07106767273
868	0.07105726624
869	0.07104663086
870	0.07103010559
871	0.07101366425
872	0.07099760437
873	0.07098204041
874	0.07096594238
875	0.07093403625
876	0.07089698029
877	0.07087976074
878	0.07086302948
879	0.07083235168
880	0.07082098389
881	0.07081401062
882	0.07078459167
883	0.07076976013
884	0.07074456024
885	0.0707348175
886	0.07070516205
887	0.07066159821
888	0.07065075684
889	0.07064411926
890	0.07063246918
891	0.07059139252
892	0.0705501709
893	0.07052198792
894	0.0705063324
895	0.07047927856
896	0.07045418549
897	0.07044783783
898	0.07042498779
899	0.07038485718
900	0.07034223175
901	0.07033222961
902	0.07030628967
903	0.07029821014
904	0.07028678894
905	0.07026637268
906	0.070251297
907	0.0702159729
908	0.07020636749
909	0.07016724396
910	0.07012923431
911	0.07010417175
912	0.07008411407
913	0.07006459045
914	0.07005357361
915	0.07002967834
916	0.06998885345
917	0.06996472931
918	0.06995640564
919	0.06994135284
920	0.06991573334
921	0.06988985443
922	0.06986688232
923	0.06982983398
924	0.06979618073
925	0.06977576447
926	0.0697671051
927	0.06975681305
928	0.06975088501
929	0.06974173737
930	0.06973105621
931	0.06969506836
932	0.06967588043
933	0.06965131378
934	0.06963202667
935	0.0695970459
936	0.06958827209
937	0.06956991577
938	0.06954625702
939	0.06952323151
940	0.06949119568
941	0.06946886444
942	0.06945651245
943	0.06944976807
944	0.06944297791
945	0.06942325592
946	0.06938935852
947	0.06936759949
948	0.06934305573
949	0.06931983948
950	0.06930570984
951	0.06928559113
952	0.06926329803
953	0.06923032379
954	0.06921548462
955	0.06920970154
956	0.06919956207
957	0.06917590332
958	0.06914382172
959	0.0691259079
960	0.06911087036
961	0.06908708954
962	0.06906790161
963	0.06904894257
964	0.06903033447
965	0.06901996613
966	0.06901213837
967	0.06899982452
968	0.06898002625
969	0.06896121216
970	0.06895117187
971	0.06892814636
972	0.06891094971
973	0.06888621521
974	0.06886965942
975	0.06884724426
976	0.06882543945
977	0.06880741882
978	0.0687899704
979	0.06876135254
980	0.06874276733
981	0.06873724365
982	0.06871609497
983	0.06870155334
984	0.06869108582
985	0.06868095398
986	0.06866812134
987	0.06865562439
988	0.06865137482
989	0.06863519287
990	0.06860387421
991	0.06858978271
992	0.06858363342
993	0.06856197357
994	0.06854856873
995	0.06853872681
996	0.06852926636
997	0.06852271271
998	0.06850828552
999	0.06849508667
